subject,type,standard_score,male,female
korean,korean,139,310,211
korean,korean,138,795,606
korean,korean,137,263,168
korean,korean,136,1271,987
korean,korean,135,776,603
korean,korean,134,1438,1273
korean,korean,133,1346,1287
korean,korean,132,1675,1553
korean,korean,131,2108,1958
korean,korean,130,1990,1821
korean,korean,129,2657,2546
korean,korean,128,2352,2051
korean,korean,127,3085,3098
korean,korean,126,2727,2655
korean,korean,125,6453,6649
korean,korean,124,3531,3618
korean,korean,123,3591,3790
korean,korean,122,3467,3898
korean,korean,121,3906,4526
korean,korean,120,3758,4212
korean,korean,119,4150,4792
korean,korean,118,3938,4450
korean,korean,117,4460,5359
korean,korean,116,4020,4936
korean,korean,115,4482,5322
korean,korean,114,4258,5105
korean,korean,113,8868,10509
korean,korean,112,4483,5327
korean,korean,111,4749,5564
korean,korean,110,4435,5272
korean,korean,109,4654,5587
korean,korean,108,4383,5204
korean,korean,107,4733,5568
korean,korean,106,4351,5187
korean,korean,105,4514,5150
korean,korean,104,4346,4969
korean,korean,103,4508,4994
korean,korean,102,4326,4940
korean,korean,101,4272,4701
korean,korean,100,8307,9191
korean,korean,99,4066,4355
korean,korean,98,3817,4067
korean,korean,97,3882,4065
korean,korean,96,3674,3927
korean,korean,95,3659,3828
korean,korean,94,3538,3700
korean,korean,93,3415,3635
korean,korean,92,3327,3494
korean,korean,91,3115,3195
korean,korean,90,3076,3093
korean,korean,89,2908,3027
korean,korean,88,2865,2911
korean,korean,87,5486,5433
korean,korean,86,2620,2504
korean,korean,85,2523,2413
korean,korean,84,2517,2299
korean,korean,83,2368,2202
korean,korean,82,2362,2173
korean,korean,81,2292,2055
korean,korean,80,2174,2074
korean,korean,79,2264,2011
korean,korean,78,2143,1873
korean,korean,77,2313,1982
korean,korean,76,2079,1798
korean,korean,75,2605,2059
korean,korean,74,4736,3788
korean,korean,73,2545,1828
korean,korean,72,2393,1814
korean,korean,71,4400,2512
korean,korean,70,2240,1567
korean,korean,69,2368,1629
korean,korean,68,2255,1477
korean,korean,67,2467,1638
korean,korean,66,2161,1370
korean,korean,65,2772,1614
korean,korean,64,2324,1337
korean,korean,63,2664,1447
korean,korean,62,1814,1033
korean,korean,61,9234,3789
korean,korean,60,1078,613
korean,korean,59,1109,561
korean,korean,58,1377,680
korean,korean,57,567,304
korean,korean,56,470,254
korean,korean,55,259,138
korean,korean,54,246,132
korean,korean,53,99,47
korean,korean,52,98,61
korean,korean,51,31,8
korean,korean,50,87,46
korean,korean,49,60,29
korean,korean,47,626,212
