subject,type,standard_score,male,female
korean,korean,143,388,335
korean,korean,141,372,334
korean,korean,140,952,918
korean,korean,139,1064,963
korean,korean,138,893,831
korean,korean,137,1034,1004
korean,korean,136,1389,1470
korean,korean,135,1242,1223
korean,korean,134,1778,1795
korean,korean,133,1578,1716
korean,korean,132,1962,1967
korean,korean,131,1976,2345
korean,korean,130,2086,2360
korean,korean,129,2377,2614
korean,korean,128,2457,2659
korean,korean,127,2614,2948
korean,korean,126,2701,3032
korean,korean,125,5708,6716
korean,korean,124,2927,3424
korean,korean,123,2942,3682
korean,korean,122,3139,3762
korean,korean,121,3263,3798
korean,korean,120,3136,3862
korean,korean,119,3410,3935
korean,korean,118,3366,3900
korean,korean,117,3523,4050
korean,korean,116,3335,4239
korean,korean,115,3568,4249
korean,korean,114,3648,4400
korean,korean,113,3766,4322
korean,korean,112,3589,4411
korean,korean,111,3696,4348
korean,korean,110,7635,8833
korean,korean,109,3850,4383
korean,korean,108,3889,4422
korean,korean,107,3867,4469
korean,korean,106,3892,4486
korean,korean,105,3868,4464
korean,korean,104,3998,4407
korean,korean,103,3836,4422
korean,korean,102,3908,4362
korean,korean,101,3792,4424
korean,korean,100,3886,4271
korean,korean,99,3872,4295
korean,korean,98,3773,4148
korean,korean,97,3861,4121
korean,korean,96,3833,3964
korean,korean,95,7433,7868
korean,korean,94,3700,3697
korean,korean,93,3721,3845
korean,korean,92,3530,3742
korean,korean,91,3602,3566
korean,korean,90,3502,3421
korean,korean,89,3545,3466
korean,korean,88,3562,3259
korean,korean,87,3443,3371
korean,korean,86,3402,3022
korean,korean,85,3397,3039
korean,korean,84,3264,2892
korean,korean,83,3336,2935
korean,korean,82,3240,2760
korean,korean,81,3118,2801
korean,korean,80,3239,2729
korean,korean,79,6467,5361
korean,korean,78,3116,2526
korean,korean,77,3221,2518
korean,korean,76,3084,2530
korean,korean,75,3142,2366
korean,korean,74,2972,2263
korean,korean,73,2983,2187
korean,korean,72,2963,2218
korean,korean,71,3795,2648
korean,korean,70,2883,2087
korean,korean,69,2504,1874
korean,korean,68,2641,1749
korean,korean,67,2776,1753
korean,korean,66,7142,3079
korean,korean,65,3825,1992
korean,korean,64,2868,1808
korean,korean,63,1175,641
korean,korean,62,801,506
korean,korean,61,673,382
korean,korean,60,431,278
korean,korean,59,327,235
korean,korean,58,169,118
korean,korean,57,188,128
korean,korean,56,61,50
korean,korean,55,100,76
korean,korean,54,15,13
korean,korean,53,54,24
korean,korean,52,4,6
korean,korean,51,56,20
korean,korean,49,482,178
