subject,type,standard_score,male,female
korean,korean,149,33 ,26 
korean,korean,148,16 ,12 
korean,korean,147,86 ,69 
korean,korean,146,111 ,88 
korean,korean,145,156 ,154 
korean,korean,144,255 ,186 
korean,korean,143,181 ,190 
korean,korean,142,415 ,345 
korean,korean,141,372 ,364 
korean,korean,140,583 ,519 
korean,korean,139,613 ,569 
korean,korean,138,719 ,681 
korean,korean,137,809 ,768 
korean,korean,136,938 ,911 
korean,korean,135,"1,097 ",995 
korean,korean,134,"1,015 ",979 
korean,korean,133,"1,267 ","1,372 "
korean,korean,132,"1,420 ","1,356 "
korean,korean,131,"1,533 ","1,649 "
korean,korean,130,"1,613 ","1,669 "
korean,korean,129,"1,695 ","1,780 "
korean,korean,128,"1,877 ","1,951 "
korean,korean,127,"1,971 ","2,141 "
korean,korean,126,"2,020 ","2,061 "
korean,korean,125,"1,810 ","1,831 "
korean,korean,124,"2,368 ","2,612 "
korean,korean,123,"2,331 ","2,565 "
korean,korean,122,"2,419 ","2,784 "
korean,korean,121,"2,660 ","3,048 "
korean,korean,120,"2,579 ","3,006 "
korean,korean,119,"2,766 ","3,201 "
korean,korean,118,"2,928 ","3,448 "
korean,korean,117,"2,798 ","3,331 "
korean,korean,116,"2,816 ","3,424 "
korean,korean,115,"3,210 ","3,636 "
korean,korean,114,"3,194 ","3,739 "
korean,korean,113,"3,063 ","3,614 "
korean,korean,112,"2,546 ","2,963 "
korean,korean,111,"3,242 ","3,836 "
korean,korean,110,"3,309 ","3,944 "
korean,korean,109,"3,004 ","3,449 "
korean,korean,108,"3,375 ","4,102 "
korean,korean,107,"3,336 ","3,841 "
korean,korean,106,"3,312 ","3,900 "
korean,korean,105,"3,379 ","3,746 "
korean,korean,104,"3,324 ","3,772 "
korean,korean,103,"3,260 ","3,682 "
korean,korean,102,"3,197 ","3,584 "
korean,korean,101,"3,221 ","3,665 "
korean,korean,100,"2,996 ","3,502 "
korean,korean,99,"3,104 ","3,584 "
korean,korean,98,"2,670 ","3,009 "
korean,korean,97,"3,197 ","3,554 "
korean,korean,96,"3,100 ","3,423 "
korean,korean,95,"2,720 ","3,013 "
korean,korean,94,"2,835 ","3,191 "
korean,korean,93,"3,009 ","3,236 "
korean,korean,92,"2,918 ","3,071 "
korean,korean,91,"2,732 ","2,759 "
korean,korean,90,"2,892 ","2,862 "
korean,korean,89,"2,764 ","2,836 "
korean,korean,88,"2,499 ","2,491 "
korean,korean,87,"2,599 ","2,483 "
korean,korean,86,"2,677 ","2,616 "
korean,korean,85,"2,418 ","2,279 "
korean,korean,84,"2,384 ","2,322 "
korean,korean,83,"2,534 ","2,334 "
korean,korean,82,"2,554 ","2,340 "
korean,korean,81,"2,405 ","2,105 "
korean,korean,80,"2,492 ","2,221 "
korean,korean,79,"2,529 ","2,120 "
korean,korean,78,"2,415 ","1,887 "
korean,korean,77,"2,564 ","1,995 "
korean,korean,76,"2,226 ","1,715 "
korean,korean,75,"2,388 ","1,856 "
korean,korean,74,"2,353 ","1,666 "
korean,korean,73,"2,543 ","1,866 "
korean,korean,72,"2,282 ","1,627 "
korean,korean,71,"2,994 ","1,783 "
korean,korean,70,"2,355 ","1,471 "
korean,korean,69,"3,538 ","1,769 "
korean,korean,68,"3,365 ","1,992 "
korean,korean,67,"1,681 ","1,013 "
korean,korean,66,"4,291 ","1,882 "
korean,korean,65,"1,738 ",973 
korean,korean,64,985 ,632 
korean,korean,63,884 ,560 
korean,korean,62,662 ,373 
korean,korean,61,557 ,314 
korean,korean,60,435 ,261 
korean,korean,59,261 ,158 
korean,korean,58,240 ,113 
korean,korean,57,228 ,98 
korean,korean,56,110 ,75 
korean,korean,55,97 ,63 
korean,korean,54,56 ,39 
korean,korean,53,58 ,34 
korean,korean,52,67 ,30 
korean,korean,51,19 ,9 
korean,korean,50,289 ,126 
korean,korean,48,645 ,236 
