subject,type,standard_score,male,female
korean,korean,139,664,587
korean,korean,138,"1,265",956
korean,korean,137,539,457
korean,korean,136,"1,362",995
korean,korean,135,"1,283","1,094"
korean,korean,134,"1,312",993
korean,korean,133,"1,779","1,505"
korean,korean,132,"1,426","1,169"
korean,korean,131,"2,015","1,715"
korean,korean,130,"3,760","3,279"
korean,korean,129,"2,038","1,757"
korean,korean,128,"2,092","1,908"
korean,korean,127,"2,269","2,083"
korean,korean,126,"2,199","2,016"
korean,korean,125,"2,411","2,335"
korean,korean,124,"2,321","2,218"
korean,korean,123,"2,373","2,453"
korean,korean,122,"2,372","2,436"
korean,korean,121,"4,988","5,088"
korean,korean,120,"2,570","2,587"
korean,korean,119,"2,617","2,765"
korean,korean,118,"2,472","2,756"
korean,korean,117,"2,751","2,776"
korean,korean,116,"2,716","2,841"
korean,korean,115,"2,613","3,012"
korean,korean,114,"2,732","2,940"
korean,korean,113,"5,438","6,173"
korean,korean,112,"2,805","3,100"
korean,korean,111,"2,854","3,219"
korean,korean,110,"2,749","3,139"
korean,korean,109,"2,791","3,138"
korean,korean,108,"2,820","3,216"
korean,korean,107,"2,858","3,211"
korean,korean,106,"2,736","3,193"
korean,korean,105,"2,906","3,201"
korean,korean,104,"5,650","6,411"
korean,korean,103,"2,787","3,212"
korean,korean,102,"2,715","3,168"
korean,korean,101,"2,857","3,019"
korean,korean,100,"2,799","3,072"
korean,korean,99,"2,792","3,083"
korean,korean,98,"2,594","3,066"
korean,korean,97,"2,732","3,070"
korean,korean,96,"2,594","2,934"
korean,korean,95,"5,249","5,782"
korean,korean,94,"2,542","2,810"
korean,korean,93,"2,499","2,779"
korean,korean,92,"2,516","2,669"
korean,korean,91,"2,469","2,696"
korean,korean,90,"2,443","2,691"
korean,korean,89,"2,288","2,621"
korean,korean,88,"2,264","2,513"
korean,korean,87,"4,595","4,878"
korean,korean,86,"2,161","2,383"
korean,korean,85,"2,237","2,264"
korean,korean,84,"2,148","2,136"
korean,korean,83,"2,179","2,144"
korean,korean,82,"2,121","1,970"
korean,korean,81,"2,181","2,101"
korean,korean,80,"1,973","2,043"
korean,korean,79,"2,105","1,921"
korean,korean,78,"4,208","3,675"
korean,korean,77,"2,122","1,724"
korean,korean,76,"2,051","1,742"
korean,korean,75,"2,087","1,659"
korean,korean,74,"2,239","1,786"
korean,korean,73,"2,376","1,770"
korean,korean,72,"2,280","1,616"
korean,korean,71,"2,756","1,872"
korean,korean,70,"2,131","1,493"
korean,korean,69,"6,168","3,660"
korean,korean,68,"6,533","2,662"
korean,korean,67,"1,628",990
korean,korean,66,"1,399",840
korean,korean,65,"1,199",655
korean,korean,64,962,512
korean,korean,63,"1,250",779
korean,korean,62,643,327
korean,korean,61,953,537
korean,korean,60,280,156
korean,korean,59,188,112
korean,korean,58,164,82
korean,korean,57,134,70
korean,korean,56,98,40
korean,korean,55,52,27
korean,korean,54,30,15
korean,korean,53,42,20
korean,korean,52,67,33
korean,korean,50,653,252
